date,token_id,price,trading_volume,trend,post_counts
2024-01-15,bonk,1.43214056445691e-05,165607928.2,7,1
2024-01-15,floki,3.00573002988992e-05,12761853.84,3,1
2024-01-15,mog-coin,4.11483862701219e-08,683640.7497,10,1
2024-01-16,shiba-inu,9.56666673071062e-06,103168497.5,4,0
2024-01-16,pepe,1.20598026026182e-06,40934532.8,69,0
2024-01-16,bonk,1.37249996443274e-05,126696343.0,8,0
2024-01-16,floki,3.07858185676856e-05,9382285.679,3,0
2024-01-16,mog-coin,3.90577759507983e-08,890643.5802,12,0
2024-01-17,shiba-inu,9.66205358533699e-06,101825216.5,3,0
2024-01-17,pepe,1.23987869807488e-06,1791322960.0,75,0
2024-01-17,bonk,1.40738508762065e-05,107918015.8,8,0
2024-01-17,floki,3.1464490760334e-05,12646625.11,3,0
2024-01-17,mog-coin,4.50233456968158e-08,819830.4572,13,0
2024-01-18,shiba-inu,9.513483881061e-06,109416940.0,3,0
2024-01-18,pepe,1.20772437785819e-06,58544568.27,75,0
2024-01-18,bonk,1.33794810000199e-05,98613237.07,8,0
2024-01-18,floki,3.06509650488692e-05,8995278.615,3,0
2024-01-18,mog-coin,4.13933490590548e-08,751250.4976,12,0
2024-01-19,shiba-inu,9.19637910873543e-06,130966046.8,3,1
2024-01-19,pepe,1.14131336944269e-06,58066791.87,87,1
2024-01-19,bonk,1.2051664623913e-05,95125324.45,8,1
2024-01-19,floki,2.92121673769776e-05,9798310.388,3,1
2024-01-19,mog-coin,3.89937827617794e-08,817663.0305,12,1
2024-01-20,shiba-inu,9.28461517481837e-06,151690144.4,3,1
2024-01-20,pepe,1.13899465915466e-06,275491980.9,92,1
2024-01-20,bonk,1.19527636982768e-05,68195089.97,7,1
2024-01-20,floki,2.91561575337923e-05,11605618.08,3,1
2024-01-20,mog-coin,3.7721687133041e-08,643858.8997,13,1
2024-01-21,shiba-inu,9.67521278055269e-06,135742644.4,3,0
2024-01-21,pepe,1.16565168029733e-06,41321940.19,88,0
2024-01-21,bonk,1.16629431048538e-05,43219512.59,8,0
2024-01-21,floki,3.37475565176904e-05,52364021.16,4,0
2024-01-21,mog-coin,3.78258896368002e-08,599535.1434,13,0
2024-01-22,shiba-inu,9.33855487024103e-06,113387848.0,3,0
2024-01-22,pepe,1.12471033279615e-06,31516789.87,79,0
2024-01-22,bonk,1.13933817786598e-05,37062809.55,7,0
2024-01-22,floki,3.11937705451108e-05,39185668.98,3,0
2024-01-22,mog-coin,4.37422627181202e-08,1201761.287,12,0
2024-01-23,shiba-inu,8.90335257393963e-06,156889729.9,3,0
2024-01-23,pepe,1.05427876008533e-06,53038362.24,72,0
2024-01-23,bonk,1.03870712122168e-05,65781527.07,7,0
2024-01-23,floki,2.88130569908181e-05,15967146.8,3,0
2024-01-23,mog-coin,4.23904231560161e-08,828271.1327,11,0
2024-01-24,shiba-inu,8.82401160748523e-06,138764475.6,3,2
2024-01-24,pepe,1.03825419235369e-06,69690086.34,74,2
2024-01-24,bonk,1.08051545984212e-05,77373242.33,7,2
2024-01-24,floki,2.84989413800009e-05,15071477.46,3,2
2024-01-24,mog-coin,4.2994581932263e-08,802260.3225,11,2
2024-01-25,shiba-inu,8.90115247321265e-06,105591450.7,3,0
2024-01-25,pepe,1.04087153332278e-06,53441101.01,71,0
2024-01-25,bonk,1.10806503959729e-05,76069664.61,7,0
2024-01-25,floki,2.88277270103814e-05,10537492.69,3,0
2024-01-25,mog-coin,5.79404387571339e-08,1677233.585,12,0
2024-01-26,shiba-inu,8.85806651120787e-06,84381126.69,3,0
2024-01-26,pepe,1.026306375185e-06,38426552.68,83,0
2024-01-26,bonk,1.12659795565928e-05,68946980.35,8,0
2024-01-26,floki,2.83378660588895e-05,9178544.362,3,0
2024-01-26,mog-coin,6.41669247228331e-08,1483822.509,12,0
2024-01-27,shiba-inu,9.02954827794972e-06,92762180.28,3,1
2024-01-27,pepe,1.08609718680808e-06,35629516.69,92,1
2024-01-27,bonk,1.18345575572496e-05,92521677.96,7,1
2024-01-27,floki,2.91004438799411e-05,11945950.23,3,1
2024-01-27,mog-coin,5.80464002457659e-08,1422782.814,12,1
2024-01-28,shiba-inu,9.13116841100317e-06,72023778.54,3,0
2024-01-28,pepe,1.09647711791794e-06,30328514.19,86,0
2024-01-28,bonk,1.16636297156301e-05,45472338.95,7,0
2024-01-28,floki,2.91563268990781e-05,7750228.442,3,0
2024-01-28,mog-coin,6.04770086381955e-08,737475.9144,13,0
2024-01-29,shiba-inu,9.00558654128056e-06,95018456.94,3,0
2024-01-29,pepe,1.06549650405371e-06,49367315.66,82,0
2024-01-29,bonk,1.16084550173906e-05,84761761.71,6,0
2024-01-29,floki,2.85194169650849e-05,9113090.277,3,0
2024-01-29,mog-coin,5.55861125113064e-08,651119.6239,11,0
2024-01-30,shiba-inu,9.19967470020024e-06,126898447.3,3,0
2024-01-30,pepe,1.06280089906482e-06,59803022.96,75,0
2024-01-30,bonk,1.2006331989425e-05,64198124.92,7,0
2024-01-30,floki,2.92103226608011e-05,9422810.019,3,0
2024-01-30,mog-coin,5.44716084685731e-08,627859.028,11,0
2024-01-31,shiba-inu,9.05027015804618e-06,131693790.2,3,0
2024-01-31,pepe,1.01342429605392e-06,73828064.68,73,0
2024-01-31,bonk,1.12732892036496e-05,61326687.29,6,0
2024-01-31,floki,2.85967044601769e-05,9670428.71,3,0
2024-01-31,mog-coin,4.95785025276589e-08,987249.0764,11,0
2024-02-01,shiba-inu,8.93898366338457e-06,123629511.5,2,1
2024-02-01,pepe,9.13600354980192e-07,108740462.4,62,1
2024-02-01,bonk,1.06523158833836e-05,67748216.99,6,1
2024-02-01,floki,2.75840021244708e-05,10489662.56,2,1
2024-02-01,mog-coin,4.58365185444488e-08,1157357.971,10,1
2024-02-02,shiba-inu,9.02336636102129e-06,106780578.2,3,0
2024-02-02,pepe,9.15645088026247e-07,51162932.2,87,0
2024-02-02,bonk,1.07224885662586e-05,44355396.58,5,0
2024-02-02,floki,2.81495267774081e-05,7337878.761,3,0
2024-02-02,mog-coin,4.49593024507041e-08,912095.2205,10,0
2024-02-03,shiba-inu,9.05869461129889e-06,80556310.06,3,2
2024-02-03,pepe,9.27537509718984e-07,37844714.9,80,2
2024-02-03,bonk,1.05357874623208e-05,38669699.11,4,2
2024-02-03,floki,2.80240343787447e-05,6772297.238,3,2
2024-02-03,mog-coin,5.19274358393283e-08,1234835.185,10,2
2024-02-04,shiba-inu,9.10402822090929e-06,61156838.39,2,0
2024-02-04,pepe,9.25306357244868e-07,23784973.85,75,0
2024-02-04,bonk,1.03531714155658e-05,23161509.69,5,0
2024-02-04,floki,2.80506980979438e-05,6075190.054,3,0
2024-02-04,mog-coin,5.05906213643507e-08,698408.1628,13,0
2024-02-05,shiba-inu,8.89641386536769e-06,74882378.34,2,0
2024-02-05,pepe,8.88919022321623e-07,39881022.83,62,0
2024-02-05,bonk,1.00777632978761e-05,29856359.28,6,0
2024-02-05,floki,2.72848809539901e-05,7279337.703,3,0
2024-02-05,mog-coin,4.86832796415899e-08,540618.933,10,0
2024-02-06,shiba-inu,8.88358790254497e-06,84154475.64,2,0
2024-02-06,pepe,8.96482576548368e-07,83473420.11,57,0
2024-02-06,bonk,1.01458770324943e-05,49070213.7,5,0
2024-02-06,floki,2.73940803050031e-05,10835343.89,2,0
2024-02-06,mog-coin,5.106657230481e-08,723215.8116,11,0
2024-02-07,shiba-inu,8.85947745821777e-06,76994668.93,2,0
2024-02-07,pepe,9.02775836526312e-07,61646850.38,66,0
2024-02-07,bonk,9.94662969983587e-06,35105373.45,5,0
2024-02-07,floki,2.80207880335846e-05,9685191.53,2,0
2024-02-07,mog-coin,6.17960890936101e-08,1460296.437,10,0
2024-02-08,shiba-inu,9.0529704051923e-06,100505848.3,3,0
2024-02-08,pepe,9.63156248982785e-07,79428765.32,64,0
2024-02-08,bonk,1.03908745858813e-05,42258475.03,6,0
2024-02-08,floki,2.85307334846416e-05,10378578.82,2,0
2024-02-08,mog-coin,5.68297201020276e-08,856462.1291,9,0
2024-02-09,shiba-inu,9.20138488657431e-06,167665623.4,2,1
2024-02-09,pepe,9.57551321960436e-07,82643539.38,76,1
2024-02-09,bonk,1.03859680769108e-05,41158318.48,8,1
2024-02-09,floki,2.87486364938277e-05,13590135.31,3,1
2024-02-09,mog-coin,5.94850693194935e-08,876473.6118,10,1
2024-02-10,shiba-inu,9.39576133645589e-06,130625917.0,3,0
2024-02-10,pepe,1.01614973479181e-06,90619622.81,81,0
2024-02-10,bonk,1.21971348506461e-05,188938506.2,9,0
2024-02-10,floki,3.11930039108243e-05,45999359.01,4,0
2024-02-10,mog-coin,5.18671734961499e-08,475398.7835,11,0
2024-02-11,shiba-inu,9.41423351998902e-06,106454986.0,3,1
2024-02-11,pepe,1.01457522244408e-06,62680634.09,88,1
2024-02-11,bonk,1.33219844089983e-05,179363094.3,6,1
2024-02-11,floki,3.08685827972582e-05,14582130.24,3,1
2024-02-11,mog-coin,5.75057577902365e-08,658568.3332,11,1
2024-02-12,shiba-inu,9.38859366137795e-06,122139208.4,3,0
2024-02-12,pepe,1.00317826759895e-06,54574054.54,63,0
2024-02-12,bonk,1.23134726383861e-05,118303161.8,6,0
2024-02-12,floki,3.08009970327059e-05,13216769.3,3,0
2024-02-12,mog-coin,7.18229009466194e-08,3246341.992,10,0
2024-02-13,shiba-inu,9.61650888419326e-06,157192671.8,3,1
2024-02-13,pepe,1.07624544109416e-06,80584895.59,69,1
2024-02-13,bonk,1.32406727677482e-05,117383518.9,6,1
2024-02-13,floki,3.20312800842945e-05,15837657.46,3,1
2024-02-13,mog-coin,8.71609617408182e-08,1989471.982,10,1
2024-02-14,shiba-inu,9.47475449788016e-06,174659977.9,4,5
2024-02-14,pepe,1.08398527626814e-06,119489413.5,75,5
2024-02-14,bonk,1.25608591592578e-05,80535807.56,7,5
2024-02-14,floki,3.22136759093938e-05,17971056.53,3,5
2024-02-14,mog-coin,1.53836123133472e-07,10383505.28,10,5
2024-02-15,shiba-inu,9.73844677399826e-06,187404417.2,4,0
2024-02-15,pepe,1.24121262749899e-06,185096373.8,66,0
2024-02-15,bonk,1.42032669394828e-05,128727262.1,8,0
2024-02-15,floki,3.34851780918611e-05,21739894.2,3,0
2024-02-15,mog-coin,2.02942586126849e-07,4633251.044,10,0
2024-02-16,shiba-inu,9.87722391468889e-06,255636514.4,3,1
2024-02-16,pepe,1.24299569585337e-06,170956874.4,71,1
2024-02-16,bonk,1.39058140881244e-05,122885159.5,6,1
2024-02-16,floki,3.38688231532257e-05,20135469.44,3,1
2024-02-16,mog-coin,1.44612559999251e-07,3682034.592,9,1
2024-02-17,shiba-inu,9.88854032097143e-06,195054365.8,3,1
2024-02-17,pepe,1.16625906546225e-06,124650321.0,82,1
2024-02-17,bonk,1.32985713578285e-05,70211852.6,6,1
2024-02-17,floki,3.37128363600394e-05,18255486.26,3,1
2024-02-17,mog-coin,1.31464521294792e-07,2892602.982,10,1
2024-02-18,shiba-inu,9.63487813390868e-06,151568440.5,3,0
2024-02-18,pepe,1.18668751380427e-06,95428374.59,80,0
2024-02-18,bonk,1.28282102694065e-05,53277129.54,6,0
2024-02-18,floki,3.33432235480552e-05,12330126.48,3,0
2024-02-18,mog-coin,1.62882194474622e-07,2927881.798,11,0
2024-02-19,shiba-inu,9.73341137914889e-06,154410885.3,3,0
2024-02-19,pepe,1.22345185931841e-06,85905033.59,63,0
2024-02-19,bonk,1.30513691497328e-05,48337663.02,6,0
2024-02-19,floki,3.39205947974328e-05,12087712.96,3,0
2024-02-19,mog-coin,2.21181647254143e-07,4171672.329,10,0
2024-02-20,shiba-inu,9.87934053811162e-06,202249695.0,3,1
2024-02-20,pepe,1.23235056743884e-06,98245523.73,60,1
2024-02-20,bonk,1.29853593951955e-05,62421508.86,6,1
2024-02-20,floki,3.5267744766232e-05,22104779.17,3,1
2024-02-20,mog-coin,2.40074382491899e-07,4961294.598,9,1
2024-02-21,shiba-inu,9.76865746711533e-06,316023216.6,3,2
2024-02-21,pepe,1.19387202860011e-06,126504886.6,96,2
2024-02-21,bonk,1.23772241811725e-05,75158589.65,6,2
2024-02-21,floki,3.45064590085283e-05,26534928.82,3,2
2024-02-21,mog-coin,2.50172247185385e-07,3995344.298,10,2
2024-02-22,shiba-inu,9.54968991948277e-06,219025474.4,3,0
2024-02-22,pepe,1.15064113194594e-06,94912415.7,82,0
2024-02-22,bonk,1.17896156822609e-05,64245077.01,6,0
2024-02-22,floki,3.32642256313402e-05,17737647.63,3,0
2024-02-22,mog-coin,2.2473674971087e-07,3169305.379,10,0
2024-02-23,shiba-inu,9.54777989468315e-06,179197372.6,3,0
2024-02-23,pepe,1.22041661775742e-06,123186097.5,86,0
2024-02-23,bonk,1.17011959383889e-05,56982862.48,6,0
2024-02-23,floki,3.36876044881829e-05,16482021.45,3,0
2024-02-23,mog-coin,1.88161146879352e-07,2509525.456,10,0
2024-02-24,shiba-inu,9.51954195748817e-06,180682109.0,3,1
2024-02-24,pepe,1.20064989589034e-06,231023496.5,88,1
2024-02-24,bonk,1.13344125574804e-05,53121545.18,5,1
2024-02-24,floki,3.43248397105142e-05,31048195.0,3,1
2024-02-24,mog-coin,1.76797313423141e-07,2783252.312,12,1
2024-02-25,shiba-inu,9.63352933428911e-06,141856262.4,3,0
2024-02-25,pepe,1.3093025987083e-06,132942424.3,81,0
2024-02-25,bonk,1.17039905313195e-05,43782459.24,5,0
2024-02-25,floki,3.53985912744035e-05,17073629.44,3,0
2024-02-25,mog-coin,1.65440510471705e-07,2670194.37,10,0
2024-02-26,shiba-inu,9.66950559281429e-06,127850721.4,4,0
2024-02-26,pepe,1.37853573272376e-06,158617011.0,75,0
2024-02-26,bonk,1.19611533209847e-05,48736983.62,6,0
2024-02-26,floki,3.67468495238116e-05,21779567.77,4,0
2024-02-26,mog-coin,1.76729314684694e-07,2391550.548,10,0
2024-02-27,shiba-inu,1.00966680987724e-05,328799062.7,6,1
2024-02-27,pepe,1.80185649134493e-06,480646142.3,95,1
2024-02-27,bonk,1.34180091966005e-05,127704218.5,8,1
2024-02-27,floki,4.31989351746033e-05,83342796.88,6,1
2024-02-27,mog-coin,1.92617371163891e-07,1971643.863,9,1
2024-02-28,shiba-inu,1.09382469768267e-05,1004542387.0,7,3
2024-02-28,pepe,2.64171395395236e-06,1465812556.0,100,3
2024-02-28,bonk,1.48759671703978e-05,322432763.8,10,3
2024-02-28,floki,5.12335737551732e-05,322989969.4,6,3
2024-02-28,mog-coin,2.88994143503038e-07,8960430.962,10,3
2024-02-29,shiba-inu,1.17654248741733e-05,1487905260.0,10,1
2024-02-29,pepe,3.15056184846724e-06,2063757902.0,82,1
2024-02-29,bonk,1.80708747076985e-05,495947543.8,21,1
2024-02-29,floki,5.65520172619807e-05,289531734.1,5,1
2024-02-29,mog-coin,4.34452276710195e-07,17517180.9,10,1
2024-03-01,shiba-inu,1.26040317297717e-05,2144640924.0,5,6
2024-03-01,pepe,2.73300815561178e-06,848875253.5,60,6
2024-03-01,bonk,2.23108850149545e-05,934946331.8,9,6
2024-03-01,floki,5.37574168656702e-05,157361657.6,5,6
2024-03-01,mog-coin,3.56740674435658e-07,8053001.126,6,6
2024-03-02,shiba-inu,1.65243748691672e-05,2431551193.0,15,2
2024-03-02,pepe,3.95784391240818e-06,1777281448.0,68,2
2024-03-02,bonk,2.5139334397148e-05,610881427.6,9,2
2024-03-02,floki,8.77786835462228e-05,576391367.0,15,2
2024-03-02,mog-coin,4.55327191452344e-07,12587089.13,6,2
2024-03-03,shiba-inu,2.27147477360946e-05,6238587905.0,8,0
2024-03-03,pepe,4.38532085520255e-06,1697291887.0,72,0
2024-03-03,bonk,2.43815430893995e-05,600056964.3,8,0
2024-03-03,floki,0.000135544883724454,1312171140.0,12,0
2024-03-03,mog-coin,6.11613446533395e-07,15756496.86,8,0
2024-03-04,shiba-inu,2.25323899221934e-05,3345219691.0,18,9
2024-03-04,pepe,5.88166832046967e-06,2379694321.0,80,9
2024-03-04,bonk,2.65344824634133e-05,584811320.8,18,9
2024-03-04,floki,0.000147180490942793,998193597.6,9,9
2024-03-04,mog-coin,7.86415973264052e-07,18069401.14,6,9
2024-03-05,shiba-inu,3.54119215944461e-05,9559189076.0,25,3
2024-03-05,pepe,7.05338946511174e-06,3906792120.0,64,3
2024-03-05,bonk,3.78446868822484e-05,1897500021.0,14,3
2024-03-05,floki,0.000144243454484907,1041793619.0,8,3
2024-03-05,mog-coin,7.1967562173514e-07,30314710.8,5,3
2024-03-06,shiba-inu,3.62884102382532e-05,14938359934.0,11,6
2024-03-06,pepe,6.41619053690923e-06,3539689768.0,55,6
2024-03-06,bonk,3.12589272152387e-05,1333570999.0,8,6
2024-03-06,floki,0.000117499887398775,651391782.4,6,6
